1991,0.41,0.33,680.426852,6885.974131,7716.138077,5951.520194,590.193867,311.866621
1992,0.22,0.33,662.961499,7141.074792,7088.514971,6070.276616,599.221094,318.816722
1993,0.24,0.34,701.982324,7479.305076,6799.94101,6175.499075,633.843015,323.034246
1994,0.32,0.34,713.328112,7808.823746,6445.938276,6302.746205,652.546435,328.1547
1995,0.45,0.37,763.108029,8120.835075,6429.551532,6366.949602,685.340485,339.666947
1996,0.33,0.4,772.334497,8463.32524,6477.060856,6592.345412,716.54114,348.24199
1997,0.47,0.43,801.9314,8576.12885,6272.540254,6707.709947,757.542374,358.712279
1998,0.61,0.45,827.29687,8313.417105,6247.515196,6786.5703,811.291377,371.447259
1999,0.39,0.48,819.828666,8573.47271,6159.424004,6888.404107,827.69754,382.323686
2000,0.4,0.51,880.469294,8994.853271,6161.15134,7092.219426,807.286355,389.800084
2001,0.54,0.53,873.772989,9153.74462,6288.166681,7007.349065,818.743142,399.971027
2002,0.63,0.55,879.284801,9673.2361,6255.483109,7061.711043,828.196523,405.349038
2003,0.62,0.59,956.489325,10571.68244,6401.200764,7158.95469,831.393041,415.60779
2004,0.54,0.61,1022.687887,11559.67103,6432.030569,7271.863174,840.071692,429.314408
2005,0.68,0.62,1039.697872,12362.49172,6422.288417,7320.527208,879.838753,434.280287
2006,0.64,0.63,1078.956806,13187.85382,6520.166886,7255.141361,888.52324,440.286805
2007,0.67,0.64,1120.938065,13919.47635,6471.92815,7364.798503,905.885325,448.583591
2008,0.55,0.65,1173.882662,14708.06327,6399.412161,7161.330792,974.014173,452.536863
2009,0.66,0.65,1185.946144,15276.68484,5888.331177,6668.86467,960.678725,453.067699
2010,0.73,0.65,1206.780139,16327.22507,6115.875551,6886.207129,1051.881962,451.949798
2011,0.61,0.67,1234.605543,17520.49426,6035.187037,6782.770378,1064.184112,450.336387
2012,0.65,0.7,1240.355164,18238.7824,5981.732158,6598.315271,1130.009055,454.209498
2013,0.68,0.74,1256.837967,18421.25048,5825.213361,6746.646809,1157.761436,445.771631
2014,0.75,0.79,1348.06496,18729.13168,5599.166322,6786.518334,1193.904098,444.229345
2015,0.9,0.83,1302.265654,18870.07963,5604.855312,6644.250681,1152.383623,452.738477
2016,1.02,0.88,1324.103768,18973.57464,5597.84916,6510.622143,1148.424898,461.419592
2017,0.93,0.91,1377.210154,19373.8779,5628.105283,6456.133143,1126.973191,467.345593
2018,0.85,0.95,1412.231617,19917.21411,5601.972522,6634.285133,1096.955865,470.414781
2019,0.98,0.98,1434.872613,20241.96412,5448.708693,6475.979335,1085.107306,467.761635
